Cycle;"World (warning)";Element;ID;Position;Status;Action;Effect
20;;Wolf;151;"[ 13 - 19 ]";;move;"[ 12 - 19 ]"
20;"Denied - It is sated";Wolf;152;"[ 16 - 14 ]";;move;
20;Denied;Wolf;153;"[ 14 - 22 ]";;move;
20;Denied;Wolf;154;"[ 7 - 20 ]";;move;
21;"New cycle";;;;;;
21;;Rabbit;0;"[ 16 - 6 ]";;move;"[ 15 - 6 ]"
21;Denied;Rabbit;1;"[ 1 - 22 ]";;move;
21;Denied;Rabbit;2;"[ 19 - 11 ]";;move;
21;;Rabbit;3;"[ 6 - 16 ]";;move;"[ 5 - 16 ]"
21;Denied;Rabbit;4;"[ 17 - 20 ]";;move;
21;Denied;Rabbit;5;"[ 17 - 16 ]";;move;
21;Denied;Rabbit;6;"[ 0 - 24 ]";;move;
21;Denied;Rabbit;7;"[ 17 - 8 ]";;move;
21;;Rabbit;8;"[14 - 0 ]";eating;;
21;Denied;Rabbit;9;"[ 0 - 12 ]";;move;
21;;Rabbit;10;"[ 17 - 13 ]";;move;"[ 16 - 13 ]"
21;Denied;Rabbit;11;"[ 23 - 12 ]";;move;
21;Denied;Rabbit;12;"[ 14 - 14 ]";;move;
21;;Rabbit;13;"[20 - 4 ]";eating;;
21;Denied;Rabbit;14;"[ 11 - 21 ]";;move;
21;Denied;Rabbit;15;"[ 4 - 22 ]";;move;
21;Denied;Rabbit;16;"[ 14 - 8 ]";;move;
21;Denied;Rabbit;17;"[ 3 - 17 ]";;move;
21;Denied;Rabbit;18;"[ 21 - 5 ]";;move;
21;Denied;Rabbit;19;"[ 3 - 24 ]";;move;
21;;Rabbit;20;"[17 - 1 ]";eating;;
21;;Rabbit;21;"[10 - 19 ]";eating;;
21;Denied;Rabbit;22;"[ 1 - 7 ]";;move;
21;;Rabbit;23;"[ 17 - 6 ]";;move;"[ 16 - 6 ]"
21;;Rabbit;24;"[6 - 18 ]";eating;;
21;;Rabbit;25;"[2 - 23 ]";eating;;
21;Denied;Rabbit;26;"[ 16 - 20 ]";;move;
21;;Rabbit;27;"[ 5 - 23 ]";;move;"[ 4 - 23 ]"
21;;Rabbit;28;"[ 6 - 6 ]";;move;"[ 5 - 6 ]"
21;Denied;Rabbit;29;"[ 19 - 21 ]";;move;
21;Denied;Rabbit;30;"[ 0 - 13 ]";;move;
21;Denied;Rabbit;31;"[ 17 - 19 ]";;move;
21;Denied;Rabbit;32;"[ 11 - 9 ]";;move;
21;;Rabbit;33;"[ 12 - 7 ]";;move;"[ 11 - 7 ]"
21;;Rabbit;34;"[4 - 5 ]";eating;;
21;;Rabbit;35;"[ 21 - 12 ]";;move;"[ 20 - 12 ]"
21;;Rabbit;36;"[10 - 20 ]";eating;;
21;;Rabbit;37;"[18 - 24 ]";eating;;
21;;Rabbit;38;"[ 2 - 15 ]";hidden;move;"[ 1 - 15 ]"
21;Denied;Rabbit;39;"[ 12 - 21 ]";;move;
21;Denied;Rabbit;40;"[ 8 - 9 ]";;move;
21;Denied;Rabbit;41;"[ 7 - 18 ]";;move;
21;Denied;Rabbit;42;"[ 18 - 11 ]";;move;
21;Denied;Rabbit;43;"[ 11 - 16 ]";;move;
21;;Rabbit;44;"[14 - 18 ]";eating;;
21;Denied;Rabbit;45;"[ 0 - 5 ]";;move;
21;;Rabbit;46;"[14 - 13 ]";eating;;
21;;Rabbit;47;"[ 13 - 14 ]";;move;"[ 12 - 14 ]"
21;Denied;Rabbit;48;"[ 0 - 17 ]";;move;
21;;Rabbit;49;"[6 - 13 ]";eating;;
21;Denied;Rabbit;50;"[ 5 - 10 ]";;move;
21;Denied;Rabbit;51;"[ 2 - 24 ]";;move;
21;Denied;Rabbit;52;"[ 17 - 14 ]";;move;
21;Denied;Rabbit;53;"[ 2 - 7 ]";;move;
21;Denied;Rabbit;54;"[ 8 - 21 ]";;move;
21;Denied;Rabbit;55;"[ 5 - 8 ]";;move;
21;Denied;Rabbit;56;"[ 5 - 22 ]";;move;
21;Denied;Rabbit;57;"[ 5 - 12 ]";;move;
21;;Rabbit;58;"[ 17 - 18 ]";;move;"[ 16 - 18 ]"
21;Denied;Rabbit;59;"[ 15 - 14 ]";;move;
21;Denied;Rabbit;60;"[ 1 - 24 ]";;move;
21;Denied;Rabbit;61;"[ 0 - 22 ]";;move;
21;Denied;Rabbit;62;"[ 3 - 18 ]";;move;
21;Denied;Rabbit;63;"[ 9 - 9 ]";;move;
21;;Rabbit;64;"[16 - 15 ]";eating;;
21;;Rabbit;65;"[14 - 6 ]";eating;;
21;;Rabbit;66;"[ 7 - 16 ]";;move;"[ 6 - 16 ]"
21;;Rabbit;67;"[ 22 - 12 ]";;move;"[ 21 - 12 ]"
21;Denied;Rabbit;68;"[ 1 - 9 ]";;move;
21;Denied;Rabbit;69;"[ 0 - 6 ]";;move;
21;Denied;Rabbit;70;"[ 1 - 17 ]";;move;
21;Denied;Rabbit;71;"[ 8 - 10 ]";;move;
21;Denied;Rabbit;72;"[ 22 - 5 ]";;move;
21;Denied;Rabbit;73;"[ 20 - 19 ]";;move;
21;;Rabbit;74;"[3 - 3 ]";eating;;
21;;Rabbit;75;"[ 17 - 7 ]";;move;"[ 16 - 7 ]"
21;Denied;Rabbit;76;"[ 14 - 10 ]";;move;
21;Denied;Rabbit;77;"[ 13 - 8 ]";;move;
21;;Rabbit;78;"[15 - 9 ]";eating;;
21;Denied;Rabbit;79;"[ 7 - 8 ]";;move;
21;Denied;Rabbit;80;"[ 10 - 9 ]";;move;
21;Denied;Rabbit;81;"[ 18 - 21 ]";;move;
21;;Rabbit;82;"[ 13 - 20 ]";;move;"[ 12 - 20 ]"
21;Denied;Rabbit;83;"[ 4 - 24 ]";;move;
21;Denied;Rabbit;84;"[ 20 - 11 ]";;move;
21;Denied;Rabbit;85;"[ 6 - 8 ]";;move;
21;Denied;Rabbit;86;"[ 10 - 17 ]";;move;
21;;Rabbit;87;"[ 20 - 1 ]";;move;"[ 19 - 1 ]"
21;Denied;Rabbit;88;"[ 15 - 8 ]";;move;
21;Denied;Rabbit;89;"[ 0 - 16 ]";;move;
21;;Rabbit;90;"[4 - 6 ]";eating;;
21;;Rabbit;91;"[ 14 - 20 ]";;move;"[ 13 - 20 ]"
21;Denied;Rabbit;92;"[ 12 - 11 ]";;move;
21;Denied;Rabbit;93;"[ 10 - 21 ]";;move;
21;;Rabbit;94;"[19 - 16 ]";eating;;
21;;Rabbit;95;"[7 - 15 ]";eating;;
21;;Rabbit;96;"[18 - 2 ]";eating;;
21;;Rabbit;97;"[11 - 14 ]";eating;;
21;Denied;Rabbit;98;"[ 1 - 16 ]";;move;
21;Denied;Rabbit;99;"[ 17 - 21 ]";;move;
21;;Rabbit;100;"[14 - 7 ]";eating;;
21;Denied;Rabbit;101;"[ 15 - 13 ]";;move;
21;Denied;Rabbit;102;"[ 7 - 13 ]";;move;
21;;Rabbit;103;"[20 - 15 ]";eating;;
21;Denied;Rabbit;104;"[ 3 - 23 ]";;move;
21;Denied;Rabbit;105;"[ 5 - 17 ]";;move;
21;Denied;Rabbit;106;"[ 2 - 18 ]";;move;
21;Denied;Rabbit;107;"[ 0 - 7 ]";;move;
21;;Rabbit;108;"[ 3 - 15 ]";;move;"[ 2 - 15 ]"
21;;Rabbit;109;"[ 15 - 20 ]";;move;"[ 14 - 20 ]"
21;;Rabbit;110;"[0 - 15 ]";eating;;
21;Denied;Rabbit;111;"[ 22 - 1 ]";;move;
21;Denied;Rabbit;112;"[ 15 - 7 ]";;move;
21;Denied;Rabbit;113;"[ 0 - 9 ]";;move;
21;Denied;Rabbit;114;"[ 9 - 21 ]";;move;
21;;Rabbit;115;"[4 - 16 ]";eating;;
21;Denied;Rabbit;116;"[ 6 - 19 ]";;move;
21;;Rabbit;117;"[10 - 4 ]";eating;;
21;Denied;Rabbit;118;"[ 11 - 20 ]";;move;
21;Denied;Rabbit;119;"[ 18 - 19 ]";;move;
21;Denied;Rabbit;120;"[ 24 - 22 ]";;move;
21;Denied;Rabbit;121;"[ 4 - 8 ]";;move;
21;Denied;Rabbit;122;"[ 18 - 1 ]";;move;
21;;Rabbit;123;"[4 - 9 ]";eating;;
21;;Rabbit;124;"[5 - 11 ]";eating;;
21;Denied;Rabbit;125;"[ 3 - 22 ]";;move;
21;Denied;Rabbit;126;"[ 1 - 20 ]";;move;
21;Denied;Rabbit;127;"[ 16 - 8 ]";;move;
21;Denied;Rabbit;128;"[ 15 - 10 ]";;move;
21;Denied;Rabbit;129;"[ 6 - 10 ]";;move;
21;;Rabbit;130;"[ 18 - 7 ]";;move;"[ 17 - 7 ]"
21;Denied;Rabbit;131;"[ 12 - 9 ]";;move;
21;;Rabbit;132;"[0 - 0 ]";eating;;
21;Denied;Rabbit;133;"[ 4 - 17 ]";;move;
21;"Denied - Lair is busy";Rabbit;134;"[ 2 - 17 ]";;move;
21;Denied;Rabbit;135;"[ 2 - 22 ]";;move;
21;;Rabbit;136;"[10 - 7 ]";eating;;
21;;Rabbit;137;"[11 - 3 ]";eating;;
21;Denied;Rabbit;138;"[ 11 - 19 ]";;move;
21;Denied;Rabbit;139;"[ 0 - 14 ]";;move;
21;Denied;Rabbit;140;"[ 7 - 10 ]";;move;
21;Denied;Rabbit;141;"[ 0 - 10 ]";;move;
21;;Rabbit;142;"[ 21 - 1 ]";;move;"[ 20 - 1 ]"
21;Denied;Rabbit;143;"[ 15 - 18 ]";;move;
21;Denied;Rabbit;144;"[ 8 - 15 ]";;move;
21;;Rabbit;145;"[19 - 12 ]";eating;;
21;Denied;Rabbit;146;"[ 18 - 5 ]";;move;
21;Denied;Rabbit;147;"[ 1 - 12 ]";;move;
21;;Rabbit;148;"[10 - 2 ]";eating;;
21;"Denied - Lair is busy";Rabbit;149;"[ 9 - 15 ]";;move;
21;Denied;Wolf;150;"[ 3 - 8 ]";;move;
21;"Denied - It is sated";Wolf;151;"[ 12 - 19 ]";;move;
21;"Denied - It is sated";Wolf;152;"[ 16 - 14 ]";;move;
21;Denied;Wolf;153;"[ 14 - 22 ]";;move;
21;Denied;Wolf;154;"[ 7 - 20 ]";;move;
22;"New cycle";;;;;;
22;Denied;Rabbit;0;"[ 15 - 6 ]";;move;
22;Denied;Rabbit;1;"[ 1 - 22 ]";;move;
22;Denied;Rabbit;2;"[ 19 - 11 ]";;move;
22;Denied;Rabbit;3;"[ 5 - 16 ]";;move;
22;Denied;Rabbit;4;"[ 17 - 20 ]";;move;
22;Denied;Rabbit;5;"[ 17 - 16 ]";;move;
22;Denied;Rabbit;6;"[ 0 - 24 ]";;move;
22;Denied;Rabbit;7;"[ 17 - 8 ]";;move;
22;;Rabbit;8;"[14 - 0 ]";eating;;
22;Denied;Rabbit;9;"[ 0 - 12 ]";;move;
22;Denied;Rabbit;10;"[ 16 - 13 ]";;move;
22;;Rabbit;11;"[ 23 - 12 ]";;move;"[ 22 - 12 ]"
22;;Rabbit;12;"[ 14 - 14 ]";;move;"[ 13 - 14 ]"
22;;Rabbit;13;"[20 - 4 ]";eating;;
22;Denied;Rabbit;14;"[ 11 - 21 ]";;move;
22;Denied;Rabbit;15;"[ 4 - 22 ]";;move;
22;Denied;Rabbit;16;"[ 14 - 8 ]";;move;
22;Denied;Rabbit;17;"[ 3 - 17 ]";;move;
22;Denied;Rabbit;18;"[ 21 - 5 ]";;move;
22;Denied;Rabbit;19;"[ 3 - 24 ]";;move;
22;;Rabbit;20;"[17 - 1 ]";eating;;
22;;Rabbit;21;"[10 - 19 ]";eating;;
22;Denied;Rabbit;22;"[ 1 - 7 ]";;move;
22;Denied;Rabbit;23;"[ 16 - 6 ]";;move;
22;;Rabbit;24;"[6 - 18 ]";eating;;
22;;Rabbit;25;"[2 - 23 ]";eating;;
22;;Rabbit;26;"[ 16 - 20 ]";;move;"[ 15 - 20 ]"
22;Denied;Rabbit;27;"[ 4 - 23 ]";;move;
22;Denied;Rabbit;28;"[ 5 - 6 ]";;move;
22;Denied;Rabbit;29;"[ 19 - 21 ]";;move;
22;Denied;Rabbit;30;"[ 0 - 13 ]";;move;
22;Denied;Rabbit;31;"[ 17 - 19 ]";;move;
22;Denied;Rabbit;32;"[ 11 - 9 ]";;move;
22;Denied;Rabbit;33;"[ 11 - 7 ]";;move;
22;;Rabbit;34;"[4 - 5 ]";eating;;
22;Denied;Rabbit;35;"[ 20 - 12 ]";;move;
22;;Rabbit;36;"[10 - 20 ]";eating;;
22;;Rabbit;37;"[18 - 24 ]";eating;;
22;Denied;Rabbit;38;"[ 1 - 15 ]";;move;
22;Denied;Rabbit;39;"[ 12 - 21 ]";;move;
22;Denied;Rabbit;40;"[ 8 - 9 ]";;move;
22;Denied;Rabbit;41;"[ 7 - 18 ]";;move;
22;Denied;Rabbit;42;"[ 18 - 11 ]";;move;
22;Denied;Rabbit;43;"[ 11 - 16 ]";;move;
22;;Rabbit;44;"[14 - 18 ]";eating;;
22;Denied;Rabbit;45;"[ 0 - 5 ]";;move;
22;;Rabbit;46;"[14 - 13 ]";eating;;
22;Denied;Rabbit;47;"[ 12 - 14 ]";;move;
22;Denied;Rabbit;48;"[ 0 - 17 ]";;move;
22;;Rabbit;49;"[6 - 13 ]";eating;;
22;Denied;Rabbit;50;"[ 5 - 10 ]";;move;
22;Denied;Rabbit;51;"[ 2 - 24 ]";;move;
22;Denied;Rabbit;52;"[ 17 - 14 ]";;move;
22;Denied;Rabbit;53;"[ 2 - 7 ]";;move;
22;Denied;Rabbit;54;"[ 8 - 21 ]";;move;
22;Denied;Rabbit;55;"[ 5 - 8 ]";;move;
22;Denied;Rabbit;56;"[ 5 - 22 ]";;move;
22;Denied;Rabbit;57;"[ 5 - 12 ]";;move;
22;Denied;Rabbit;58;"[ 16 - 18 ]";;move;
22;;Rabbit;59;"[ 15 - 14 ]";;move;"[ 14 - 14 ]"
22;Denied;Rabbit;60;"[ 1 - 24 ]";;move;
22;Denied;Rabbit;61;"[ 0 - 22 ]";;move;
22;Denied;Rabbit;62;"[ 3 - 18 ]";;move;
22;Denied;Rabbit;63;"[ 9 - 9 ]";;move;
22;;Rabbit;64;"[16 - 15 ]";eating;;
22;;Rabbit;65;"[14 - 6 ]";eating;;
22;Denied;Rabbit;66;"[ 6 - 16 ]";;move;
22;Denied;Rabbit;67;"[ 21 - 12 ]";;move;
22;Denied;Rabbit;68;"[ 1 - 9 ]";;move;
22;Denied;Rabbit;69;"[ 0 - 6 ]";;move;
22;Denied;Rabbit;70;"[ 1 - 17 ]";;move;
22;Denied;Rabbit;71;"[ 8 - 10 ]";;move;
22;Denied;Rabbit;72;"[ 22 - 5 ]";;move;
22;Denied;Rabbit;73;"[ 20 - 19 ]";;move;
22;;Rabbit;74;"[3 - 3 ]";eating;;
22;Denied;Rabbit;75;"[ 16 - 7 ]";;move;
22;Denied;Rabbit;76;"[ 14 - 10 ]";;move;
22;Denied;Rabbit;77;"[ 13 - 8 ]";;move;
22;;Rabbit;78;"[15 - 9 ]";eating;;
22;Denied;Rabbit;79;"[ 7 - 8 ]";;move;
22;Denied;Rabbit;80;"[ 10 - 9 ]";;move;
22;Denied;Rabbit;81;"[ 18 - 21 ]";;move;
22;Denied;Rabbit;82;"[ 12 - 20 ]";;move;
22;Denied;Rabbit;83;"[ 4 - 24 ]";;move;
22;Denied;Rabbit;84;"[ 20 - 11 ]";;move;
22;Denied;Rabbit;85;"[ 6 - 8 ]";;move;
22;Denied;Rabbit;86;"[ 10 - 17 ]";;move;
22;Denied;Rabbit;87;"[ 19 - 1 ]";;move;
22;Denied;Rabbit;88;"[ 15 - 8 ]";;move;
22;Denied;Rabbit;89;"[ 0 - 16 ]";;move;
22;;Rabbit;90;"[4 - 6 ]";eating;;
22;Denied;Rabbit;91;"[ 13 - 20 ]";;move;
22;Denied;Rabbit;92;"[ 12 - 11 ]";;move;
22;Denied;Rabbit;93;"[ 10 - 21 ]";;move;
22;;Rabbit;94;"[19 - 16 ]";eating;;
22;;Rabbit;95;"[7 - 15 ]";eating;;
22;;Rabbit;96;"[18 - 2 ]";eating;;
22;;Rabbit;97;"[11 - 14 ]";eating;;
22;Denied;Rabbit;98;"[ 1 - 16 ]";;move;
22;Denied;Rabbit;99;"[ 17 - 21 ]";;move;
22;;Rabbit;100;"[14 - 7 ]";eating;;
22;Denied;Rabbit;101;"[ 15 - 13 ]";;move;
22;Denied;Rabbit;102;"[ 7 - 13 ]";;move;
22;;Rabbit;103;"[20 - 15 ]";eating;;
22;Denied;Rabbit;104;"[ 3 - 23 ]";;move;
22;Denied;Rabbit;105;"[ 5 - 17 ]";;move;
22;Denied;Rabbit;106;"[ 2 - 18 ]";;move;
22;Denied;Rabbit;107;"[ 0 - 7 ]";;move;
22;"Denied - Lair is busy";Rabbit;108;"[ 2 - 15 ]";;move;
22;Denied;Rabbit;109;"[ 14 - 20 ]";;move;
22;;Rabbit;110;"[0 - 15 ]";eating;;
22;;Rabbit;111;"[ 22 - 1 ]";;move;"[ 21 - 1 ]"
22;Denied;Rabbit;112;"[ 15 - 7 ]";;move;
22;Denied;Rabbit;113;"[ 0 - 9 ]";;move;
22;Denied;Rabbit;114;"[ 9 - 21 ]";;move;
22;;Rabbit;115;"[4 - 16 ]";eating;;
22;Denied;Rabbit;116;"[ 6 - 19 ]";;move;
22;;Rabbit;117;"[10 - 4 ]";eating;;
22;Denied;Rabbit;118;"[ 11 - 20 ]";;move;
22;Denied;Rabbit;119;"[ 18 - 19 ]";;move;
22;Denied;Rabbit;120;"[ 24 - 22 ]";;move;
22;Denied;Rabbit;121;"[ 4 - 8 ]";;move;
22;Denied;Rabbit;122;"[ 18 - 1 ]";;move;
22;;Rabbit;123;"[4 - 9 ]";eating;;
22;;Rabbit;124;"[5 - 11 ]";eating;;
22;Denied;Rabbit;125;"[ 3 - 22 ]";;move;
22;Denied;Rabbit;126;"[ 1 - 20 ]";;move;
22;Denied;Rabbit;127;"[ 16 - 8 ]";;move;
22;Denied;Rabbit;128;"[ 15 - 10 ]";;move;
22;Denied;Rabbit;129;"[ 6 - 10 ]";;move;
22;Denied;Rabbit;130;"[ 17 - 7 ]";;move;
22;Denied;Rabbit;131;"[ 12 - 9 ]";;move;
22;;Rabbit;132;"[0 - 0 ]";eating;;
22;Denied;Rabbit;133;"[ 4 - 17 ]";;move;
22;"Denied - Lair is busy";Rabbit;134;"[ 2 - 17 ]";;move;
22;Denied;Rabbit;135;"[ 2 - 22 ]";;move;
22;;Rabbit;136;"[10 - 7 ]";eating;;
22;;Rabbit;137;"[11 - 3 ]";eating;;
22;Denied;Rabbit;138;"[ 11 - 19 ]";;move;
22;Denied;Rabbit;139;"[ 0 - 14 ]";;move;
22;Denied;Rabbit;140;"[ 7 - 10 ]";;move;
22;Denied;Rabbit;141;"[ 0 - 10 ]";;move;
22;Denied;Rabbit;142;"[ 20 - 1 ]";;move;
22;Denied;Rabbit;143;"[ 15 - 18 ]";;move;
22;Denied;Rabbit;144;"[ 8 - 15 ]";;move;
22;;Rabbit;145;"[19 - 12 ]";eating;;
22;Denied;Rabbit;146;"[ 18 - 5 ]";;move;
22;Denied;Rabbit;147;"[ 1 - 12 ]";;move;
22;;Rabbit;148;"[10 - 2 ]";eating;;
22;"Denied - Lair is busy";Rabbit;149;"[ 9 - 15 ]";;move;
22;Denied;Wolf;150;"[ 3 - 8 ]";;move;
22;"Denied - It is sated";Wolf;151;"[ 12 - 19 ]";;move;
22;;Wolf;152;"[ 16 - 14 ]";;move;"[ 15 - 14 ]"
22;Denied;Wolf;153;"[ 14 - 22 ]";;move;
22;Denied;Wolf;154;"[ 7 - 20 ]";;move;
23;"New cycle";;;;;;
23;Denied;Rabbit;0;"[ 15 - 6 ]";;move;
23;Denied;Rabbit;1;"[ 1 - 22 ]";;move;
23;Denied;Rabbit;2;"[ 19 - 11 ]";;move;
23;Denied;Rabbit;3;"[ 5 - 16 ]";;move;
23;;Rabbit;4;"[ 17 - 20 ]";;move;"[ 16 - 20 ]"
23;Denied;Rabbit;5;"[ 17 - 16 ]";;move;
23;Denied;Rabbit;6;"[ 0 - 24 ]";;move;
23;Denied;Rabbit;7;"[ 17 - 8 ]";;move;
23;;Rabbit;8;"[ 14 - 0 ]";;move;"[ 13 - 0 ]"
23;Denied;Rabbit;9;"[ 0 - 12 ]";;move;
23;Denied;Rabbit;10;"[ 16 - 13 ]";;move;
23;Denied;Rabbit;11;"[ 22 - 12 ]";;move;
23;Denied;Rabbit;12;"[ 13 - 14 ]";;move;
23;;Rabbit;13;"[ 20 - 4 ]";;move;"[ 19 - 4 ]"
23;Denied;Rabbit;14;"[ 11 - 21 ]";;move;
23;Denied;Rabbit;15;"[ 4 - 22 ]";;move;
23;Denied;Rabbit;16;"[ 14 - 8 ]";;move;
23;Denied;Rabbit;17;"[ 3 - 17 ]";;move;
23;Denied;Rabbit;18;"[ 21 - 5 ]";;move;
23;Denied;Rabbit;19;"[ 3 - 24 ]";;move;
23;Denied;Rabbit;20;"[ 17 - 1 ]";;move;
23;;Rabbit;21;"[ 10 - 19 ]";;move;"[ 9 - 19 ]"
23;Denied;Rabbit;22;"[ 1 - 7 ]";;move;
23;Denied;Rabbit;23;"[ 16 - 6 ]";;move;
23;;Rabbit;24;"[ 6 - 18 ]";;move;"[ 5 - 18 ]"
23;;Rabbit;25;"[ 2 - 23 ]";;move;"[ 1 - 23 ]"
23;Denied;Rabbit;26;"[ 15 - 20 ]";;move;
23;Denied;Rabbit;27;"[ 4 - 23 ]";;move;
23;Denied;Rabbit;28;"[ 5 - 6 ]";;move;
23;Denied;Rabbit;29;"[ 19 - 21 ]";;move;
23;Denied;Rabbit;30;"[ 0 - 13 ]";;move;
23;Denied;Rabbit;31;"[ 17 - 19 ]";;move;
23;Denied;Rabbit;32;"[ 11 - 9 ]";;move;
23;Denied;Rabbit;33;"[ 11 - 7 ]";;move;
23;;Rabbit;34;"[ 4 - 5 ]";;move;"[ 3 - 5 ]"
23;Denied;Rabbit;35;"[ 20 - 12 ]";;move;
23;;Rabbit;36;"[ 10 - 20 ]";hidden;move;"[ 9 - 20 ]"
23;"Denied - It is sated";Rabbit;37;"[ 18 - 24 ]";;move;
23;Denied;Rabbit;38;"[ 1 - 15 ]";;move;
23;Denied;Rabbit;39;"[ 12 - 21 ]";;move;
23;Denied;Rabbit;40;"[ 8 - 9 ]";;move;
23;;Rabbit;41;"[ 7 - 18 ]";;move;"[ 6 - 18 ]"
23;Denied;Rabbit;42;"[ 18 - 11 ]";;move;
23;Denied;Rabbit;43;"[ 11 - 16 ]";;move;
23;;Rabbit;44;"[ 14 - 18 ]";;move;"[ 13 - 18 ]"
23;Denied;Rabbit;45;"[ 0 - 5 ]";;move;
23;;Rabbit;46;"[ 14 - 13 ]";;move;"[ 13 - 13 ]"
23;Denied;Rabbit;47;"[ 12 - 14 ]";;move;
23;Denied;Rabbit;48;"[ 0 - 17 ]";;move;
23;;Rabbit;49;"[ 6 - 13 ]";;move;"[ 5 - 13 ]"
23;Denied;Rabbit;50;"[ 5 - 10 ]";;move;
23;Denied;Rabbit;51;"[ 2 - 24 ]";;move;
23;;Rabbit;52;"[ 17 - 14 ]";;move;"[ 16 - 14 ]"
23;Denied;Rabbit;53;"[ 2 - 7 ]";;move;
23;Denied;Rabbit;54;"[ 8 - 21 ]";;move;
23;Denied;Rabbit;55;"[ 5 - 8 ]";;move;
23;Denied;Rabbit;56;"[ 5 - 22 ]";;move;
23;Denied;Rabbit;57;"[ 5 - 12 ]";;move;
23;Denied;Rabbit;58;"[ 16 - 18 ]";;move;
23;Denied;Rabbit;59;"[ 14 - 14 ]";;move;
23;Denied;Rabbit;60;"[ 1 - 24 ]";;move;
23;Denied;Rabbit;61;"[ 0 - 22 ]";;move;
23;Denied;Rabbit;62;"[ 3 - 18 ]";;move;
23;Denied;Rabbit;63;"[ 9 - 9 ]";;move;
23;;Rabbit;64;"[ 16 - 15 ]";;move;"[ 15 - 15 ]"
23;;Rabbit;65;"[ 14 - 6 ]";hidden;move;"[ 13 - 6 ]"
23;Denied;Rabbit;66;"[ 6 - 16 ]";;move;
23;Denied;Rabbit;67;"[ 21 - 12 ]";;move;
23;Denied;Rabbit;68;"[ 1 - 9 ]";;move;
23;Denied;Rabbit;69;"[ 0 - 6 ]";;move;
23;Denied;Rabbit;70;"[ 1 - 17 ]";;move;
23;Denied;Rabbit;71;"[ 8 - 10 ]";;move;
23;Denied;Rabbit;72;"[ 22 - 5 ]";;move;
23;Denied;Rabbit;73;"[ 20 - 19 ]";;move;
23;;Rabbit;74;"[ 3 - 3 ]";;move;"[ 2 - 3 ]"
23;Denied;Rabbit;75;"[ 16 - 7 ]";;move;
23;Denied;Rabbit;76;"[ 14 - 10 ]";;move;
23;Denied;Rabbit;77;"[ 13 - 8 ]";;move;
23;;Rabbit;78;"[ 15 - 9 ]";;move;"[ 14 - 9 ]"
23;Denied;Rabbit;79;"[ 7 - 8 ]";;move;
23;Denied;Rabbit;80;"[ 10 - 9 ]";;move;
23;Denied;Rabbit;81;"[ 18 - 21 ]";;move;
23;Denied;Rabbit;82;"[ 12 - 20 ]";;move;
23;Denied;Rabbit;83;"[ 4 - 24 ]";;move;
23;Denied;Rabbit;84;"[ 20 - 11 ]";;move;
23;Denied;Rabbit;85;"[ 6 - 8 ]";;move;
23;Denied;Rabbit;86;"[ 10 - 17 ]";;move;
23;Denied;Rabbit;87;"[ 19 - 1 ]";;move;
23;Denied;Rabbit;88;"[ 15 - 8 ]";;move;
23;Denied;Rabbit;89;"[ 0 - 16 ]";;move;
23;"Denied - It is sated";Rabbit;90;"[ 4 - 6 ]";;move;
23;Denied;Rabbit;91;"[ 13 - 20 ]";;move;
23;Denied;Rabbit;92;"[ 12 - 11 ]";;move;
23;Denied;Rabbit;93;"[ 10 - 21 ]";;move;
23;;Rabbit;94;"[ 19 - 16 ]";;move;"[ 18 - 16 ]"
23;;Rabbit;95;"[ 7 - 15 ]";;move;"[ 6 - 15 ]"
23;Denied;Rabbit;96;"[ 18 - 2 ]";;move;
23;;Rabbit;97;"[ 11 - 14 ]";;move;"[ 10 - 14 ]"
23;Denied;Rabbit;98;"[ 1 - 16 ]";;move;
23;Denied;Rabbit;99;"[ 17 - 21 ]";;move;
23;;Rabbit;100;"[ 14 - 7 ]";;move;"[ 13 - 7 ]"
23;;Rabbit;101;"[ 15 - 13 ]";;move;"[ 14 - 13 ]"
23;;Rabbit;102;"[ 7 - 13 ]";;move;"[ 6 - 13 ]"
23;;Rabbit;103;"[ 20 - 15 ]";;move;"[ 19 - 15 ]"
23;;Rabbit;104;"[ 3 - 23 ]";;move;"[ 2 - 23 ]"
23;Denied;Rabbit;105;"[ 5 - 17 ]";;move;
23;Denied;Rabbit;106;"[ 2 - 18 ]";;move;
23;Denied;Rabbit;107;"[ 0 - 7 ]";;move;
23;"Denied - Lair is busy";Rabbit;108;"[ 2 - 15 ]";;move;
23;Denied;Rabbit;109;"[ 14 - 20 ]";;move;
23;Denied;Rabbit;110;"[ 0 - 15 ]";;move;
23;Denied;Rabbit;111;"[ 21 - 1 ]";;move;
23;;Rabbit;112;"[ 15 - 7 ]";;move;"[ 14 - 7 ]"
23;Denied;Rabbit;113;"[ 0 - 9 ]";;move;
23;Denied;Rabbit;114;"[ 9 - 21 ]";;move;
23;;Rabbit;115;"[ 4 - 16 ]";hidden;move;"[ 3 - 16 ]"
23;Denied;Rabbit;116;"[ 6 - 19 ]";;move;
23;;Rabbit;117;"[ 10 - 4 ]";;move;"[ 9 - 4 ]"
23;;Rabbit;118;"[ 11 - 20 ]";;move;"[ 10 - 20 ]"
23;Denied;Rabbit;119;"[ 18 - 19 ]";;move;
23;Denied;Rabbit;120;"[ 24 - 22 ]";;move;
23;Denied;Rabbit;121;"[ 4 - 8 ]";;move;
