Cycle;"World (warning)";Element;ID;Position;Status;Action;Effect
18;;Rabbit;1;"[ 2 - 9 ]";;move;"[ 3 - 9 ]"
18;Denied;Rabbit;1;"[ 3 - 9 ]";;breed;
18;;Rabbit;2;"[ 2 - 3 ]";;see;1.2Carrot,1.3Lair,1.4Lair,2.2Lair,2.4Lair,3.3Lair,
18;;Rabbit;2;"[ 2 - 3 ]";;smell;"Rabbit (0), Wolf (0), Carrot(1)"
18;;Rabbit;2;"[ 2 - 3 ]";;hear;"Rabbit (0), Wolf (0), Carrot(1)"
18;;Rabbit;2;"[ 2 - 3 ]";hidden;move;"[ 1 - 3 ]"
18;Denied;Rabbit;2;"[ 1 - 3 ]";;breed;
18;;Rabbit;3;"[ 5 - 7 ]";;see;4.6Rabbit,4.8Carrot,5.8Carrot,6.7Rabbit,
18;;Rabbit;3;"[ 5 - 7 ]";;smell;"Rabbit (2), Wolf (0), Carrot(2)"
18;;Rabbit;3;"[ 5 - 7 ]";;hear;"Rabbit (2), Wolf (0), Carrot(2)"
18;;Rabbit;3;"[ 5 - 7 ]";;move;"[ 5 - 6 ]"
18;Denied;Rabbit;3;"[ 5 - 6 ]";;breed;
18;;Rabbit;4;"[ 5 - 1 ]";;see;4.0Tree,4.1Carrot,4.2Lair,5.0Lair,5.2Tree,6.1Tree,6.2Wolf,
18;;Rabbit;4;"[ 5 - 1 ]";;smell;"Rabbit (0), Wolf (1), Carrot(1)"
18;;Rabbit;4;"[ 5 - 1 ]";;hear;"Rabbit (0), Wolf (1), Carrot(1)"
18;;Rabbit;4;"[ 5 - 1 ]";hidden;move;"[ 5 - 0 ]"
18;Denied;Rabbit;4;"[ 5 - 0 ]";;breed;
18;;Rabbit;5;"[ 6 - 7 ]";;see;5.6Rabbit,5.8Carrot,7.6Carrot,7.7Carrot,7.8Lair,
18;;Rabbit;5;"[ 6 - 7 ]";;smell;"Rabbit (1), Wolf (0), Carrot(3)"
18;;Rabbit;5;"[ 6 - 7 ]";;hear;"Rabbit (1), Wolf (0), Carrot(3)"
18;;Rabbit;5;"[ 6 - 7 ]";;move;"[ 6 - 8 ]"
18;Denied;Rabbit;5;"[ 6 - 8 ]";;breed;
18;;Rabbit;6;"[ 2 - 8 ]";;see;1.7Tree,3.7Carrot,3.9Rabbit,
18;;Rabbit;6;"[ 2 - 8 ]";;smell;"Rabbit (1), Wolf (0), Carrot(1)"
18;;Rabbit;6;"[ 2 - 8 ]";;hear;"Rabbit (1), Wolf (0), Carrot(1)"
18;;Rabbit;6;"[ 2 - 8 ]";;move;"[ 2 - 9 ]"
18;Denied;Rabbit;6;"[ 2 - 9 ]";;breed;
18;;Rabbit;7;"[ 9 - 1 ]";;see;8.2Carrot,9.0Tree,9.2Carrot,
18;;Rabbit;7;"[ 9 - 1 ]";;smell;"Rabbit (0), Wolf (0), Carrot(2)"
18;;Rabbit;7;"[ 9 - 1 ]";;hear;"Rabbit (0), Wolf (0), Carrot(2)"
18;Denied;Rabbit;7;"[ 9 - 1 ]";;move;
18;Denied;Rabbit;7;"[ 9 - 1 ]";;breed;
18;;Rabbit;8;"[ 7 - 9 ]";;see;6.8Rabbit,7.8Lair,8.8Carrot,8.9Carrot,
18;;Rabbit;8;"[ 7 - 9 ]";;smell;"Rabbit (1), Wolf (0), Carrot(2)"
18;;Rabbit;8;"[ 7 - 9 ]";;hear;"Rabbit (1), Wolf (0), Carrot(2)"
18;;Rabbit;8;"[ 7 - 9 ]";;move;"[ 6 - 9 ]"
18;Denied;Rabbit;8;"[ 6 - 9 ]";;breed;
18;;Rabbit;9;"[ 4 - 6 ]";;see;3.5Tree,3.6Carrot,3.7Carrot,4.5Lair,5.5Carrot,5.6Rabbit,
18;;Rabbit;9;"[ 4 - 6 ]";;smell;"Rabbit (1), Wolf (0), Carrot(3)"
18;;Rabbit;9;"[ 4 - 6 ]";;hear;"Rabbit (1), Wolf (0), Carrot(3)"
18;;Rabbit;9;"[ 4 - 6 ]";;move;"[ 4 - 7 ]"
18;Denied;Rabbit;9;"[ 4 - 7 ]";;breed;
18;;Wolf;10;"[9 - 7 ]";eating;;
18;;Wolf;11;"[6 - 2 ]";eating;;
19;"New cycle";;;;;;
19;;Rabbit;0;"[ 0 - 0 ]";;see;0.1Carrot,1.0Tree,1.1Lair,
19;;Rabbit;0;"[ 0 - 0 ]";;smell;"Rabbit (0), Wolf (0), Carrot(1)"
19;;Rabbit;0;"[ 0 - 0 ]";;hear;"Rabbit (0), Wolf (0), Carrot(1)"
19;Denied;Rabbit;0;"[ 0 - 0 ]";;move;
19;Denied;Rabbit;0;"[ 0 - 0 ]";;breed;
19;;Rabbit;1;"[ 3 - 9 ]";;see;2.8Lair,2.9Rabbit,4.8Carrot,4.9Carrot,
19;;Rabbit;1;"[ 3 - 9 ]";;smell;"Rabbit (1), Wolf (0), Carrot(2)"
19;;Rabbit;1;"[ 3 - 9 ]";;hear;"Rabbit (1), Wolf (0), Carrot(2)"
19;Denied;Rabbit;1;"[ 3 - 9 ]";;move;
19;Denied;Rabbit;1;"[ 3 - 9 ]";;breed;
19;;Rabbit;2;"[ 1 - 3 ]";;see;0.2Lair,0.3Tree,0.4Carrot,1.2Carrot,1.4Lair,2.2Lair,2.4Lair,
19;;Rabbit;2;"[ 1 - 3 ]";;smell;"Rabbit (0), Wolf (0), Carrot(2)"
19;;Rabbit;2;"[ 1 - 3 ]";;hear;"Rabbit (0), Wolf (0), Carrot(2)"
19;;Rabbit;2;"[ 1 - 3 ]";;move;"[ 2 - 3 ]"
19;Denied;Rabbit;2;"[ 2 - 3 ]";;breed;
19;;Rabbit;3;"[ 5 - 6 ]";;see;4.5Lair,4.7Rabbit,5.5Carrot,6.5Lair,
19;;Rabbit;3;"[ 5 - 6 ]";;smell;"Rabbit (1), Wolf (0), Carrot(1)"
19;;Rabbit;3;"[ 5 - 6 ]";;hear;"Rabbit (1), Wolf (0), Carrot(1)"
19;;Rabbit;3;"[ 5 - 6 ]";;move;"[ 6 - 6 ]"
19;Denied;Rabbit;3;"[ 6 - 6 ]";;breed;
19;;Rabbit;4;"[ 5 - 0 ]";;see;4.0Tree,4.1Carrot,6.1Tree,
19;;Rabbit;4;"[ 5 - 0 ]";;smell;"Rabbit (0), Wolf (0), Carrot(1)"
19;;Rabbit;4;"[ 5 - 0 ]";;hear;"Rabbit (0), Wolf (0), Carrot(1)"
19;Denied;Rabbit;4;"[ 5 - 0 ]";;move;
19;Denied;Rabbit;4;"[ 5 - 0 ]";;breed;
19;;Rabbit;5;"[ 6 - 8 ]";;see;5.8Carrot,6.9Rabbit,7.7Carrot,7.8Lair,
19;;Rabbit;5;"[ 6 - 8 ]";;smell;"Rabbit (1), Wolf (0), Carrot(2)"
19;;Rabbit;5;"[ 6 - 8 ]";;hear;"Rabbit (1), Wolf (0), Carrot(2)"
19;"Denied - It is sated";Rabbit;5;"[ 6 - 8 ]";;move;
19;Denied;Rabbit;5;"[ 6 - 8 ]";;breed;
19;;Rabbit;6;"[ 2 - 9 ]";;see;2.8Lair,3.9Rabbit,
19;;Rabbit;6;"[ 2 - 9 ]";;smell;"Rabbit (1), Wolf (0), Carrot(0)"
19;;Rabbit;6;"[ 2 - 9 ]";;hear;"Rabbit (1), Wolf (0), Carrot(0)"
19;;Rabbit;6;"[ 2 - 9 ]";hidden;move;"[ 2 - 8 ]"
19;Denied;Rabbit;6;"[ 2 - 8 ]";;breed;
19;;Rabbit;7;"[ 9 - 1 ]";;see;8.2Carrot,9.0Tree,9.2Carrot,
19;;Rabbit;7;"[ 9 - 1 ]";;smell;"Rabbit (0), Wolf (0), Carrot(2)"
19;;Rabbit;7;"[ 9 - 1 ]";;hear;"Rabbit (0), Wolf (0), Carrot(2)"
19;Denied;Rabbit;7;"[ 9 - 1 ]";;move;
19;Denied;Rabbit;7;"[ 9 - 1 ]";;breed;
19;;Rabbit;8;"[ 6 - 9 ]";;see;5.8Carrot,6.8Rabbit,7.8Lair,
19;;Rabbit;8;"[ 6 - 9 ]";;smell;"Rabbit (1), Wolf (0), Carrot(1)"
19;;Rabbit;8;"[ 6 - 9 ]";;hear;"Rabbit (1), Wolf (0), Carrot(1)"
19;;Rabbit;8;"[ 6 - 9 ]";;move;"[ 7 - 9 ]"
19;Denied;Rabbit;8;"[ 7 - 9 ]";;breed;
19;;Rabbit;9;"[ 4 - 7 ]";;see;3.6Carrot,3.7Carrot,4.8Carrot,5.8Carrot,
19;;Rabbit;9;"[ 4 - 7 ]";;smell;"Rabbit (0), Wolf (0), Carrot(4)"
19;;Rabbit;9;"[ 4 - 7 ]";;hear;"Rabbit (0), Wolf (0), Carrot(4)"
19;"Denied - It is sated";Rabbit;9;"[ 4 - 7 ]";;move;
19;Denied;Rabbit;9;"[ 4 - 7 ]";;breed;
19;;Wolf;10;"[9 - 7 ]";eating;;
19;;Wolf;11;"[6 - 2 ]";eating;;
20;"New cycle";;;;;;
20;;Rabbit;0;"[ 0 - 0 ]";;see;0.1Carrot,1.0Tree,1.1Lair,
20;;Rabbit;0;"[ 0 - 0 ]";;smell;"Rabbit (0), Wolf (0), Carrot(1)"
20;;Rabbit;0;"[ 0 - 0 ]";;hear;"Rabbit (0), Wolf (0), Carrot(1)"
20;Denied;Rabbit;0;"[ 0 - 0 ]";;move;
20;Denied;Rabbit;0;"[ 0 - 0 ]";;breed;
20;;Rabbit;1;"[ 3 - 9 ]";;see;2.8Lair,4.8Carrot,4.9Carrot,
20;;Rabbit;1;"[ 3 - 9 ]";;smell;"Rabbit (1), Wolf (0), Carrot(2)"
20;;Rabbit;1;"[ 3 - 9 ]";;hear;"Rabbit (0), Wolf (0), Carrot(2)"
20;;Rabbit;1;"[ 3 - 9 ]";;move;"[ 2 - 9 ]"
20;Denied;Rabbit;1;"[ 2 - 9 ]";;breed;
20;;Rabbit;2;"[ 2 - 3 ]";;see;1.2Carrot,1.3Lair,1.4Lair,2.2Lair,2.4Lair,3.3Lair,
20;;Rabbit;2;"[ 2 - 3 ]";;smell;"Rabbit (0), Wolf (0), Carrot(1)"
20;;Rabbit;2;"[ 2 - 3 ]";;hear;"Rabbit (0), Wolf (0), Carrot(1)"
20;;Rabbit;2;"[ 2 - 3 ]";hidden;move;"[ 2 - 4 ]"
20;Denied;Rabbit;2;"[ 2 - 4 ]";;breed;
20;;Rabbit;3;"[ 6 - 6 ]";;see;5.5Carrot,6.5Lair,7.6Carrot,7.7Carrot,
20;;Rabbit;3;"[ 6 - 6 ]";;smell;"Rabbit (0), Wolf (0), Carrot(3)"
20;;Rabbit;3;"[ 6 - 6 ]";;hear;"Rabbit (0), Wolf (0), Carrot(3)"
20;"Denied - It is sated";Rabbit;3;"[ 6 - 6 ]";;move;
20;Denied;Rabbit;3;"[ 6 - 6 ]";;breed;
20;;Rabbit;4;"[ 5 - 0 ]";;see;4.0Tree,4.1Carrot,6.1Tree,
20;;Rabbit;4;"[ 5 - 0 ]";;smell;"Rabbit (0), Wolf (0), Carrot(1)"
20;;Rabbit;4;"[ 5 - 0 ]";;hear;"Rabbit (0), Wolf (0), Carrot(1)"
20;Denied;Rabbit;4;"[ 5 - 0 ]";;move;
20;Denied;Rabbit;4;"[ 5 - 0 ]";;breed;
20;;Rabbit;5;"[ 6 - 8 ]";;see;5.8Carrot,7.7Carrot,7.8Lair,7.9Rabbit,
20;;Rabbit;5;"[ 6 - 8 ]";;smell;"Rabbit (1), Wolf (0), Carrot(2)"
20;;Rabbit;5;"[ 6 - 8 ]";;hear;"Rabbit (1), Wolf (0), Carrot(2)"
20;;Rabbit;5;"[ 6 - 8 ]";;move;"[ 6 - 7 ]"
20;Denied;Rabbit;5;"[ 6 - 7 ]";;breed;
20;;Rabbit;6;"[ 2 - 8 ]";;see;1.7Tree,2.9Rabbit,3.7Carrot,
20;;Rabbit;6;"[ 2 - 8 ]";;smell;"Rabbit (1), Wolf (0), Carrot(1)"
20;;Rabbit;6;"[ 2 - 8 ]";;hear;"Rabbit (1), Wolf (0), Carrot(1)"
20;;Rabbit;6;"[ 2 - 8 ]";;move;"[ 1 - 8 ]"
20;Denied;Rabbit;6;"[ 1 - 8 ]";;breed;
20;;Rabbit;7;"[ 9 - 1 ]";;see;8.2Carrot,9.0Tree,9.2Carrot,
20;;Rabbit;7;"[ 9 - 1 ]";;smell;"Rabbit (0), Wolf (0), Carrot(2)"
20;;Rabbit;7;"[ 9 - 1 ]";;hear;"Rabbit (0), Wolf (0), Carrot(2)"
20;"Denied - It is sated";Rabbit;7;"[ 9 - 1 ]";;move;
20;Denied;Rabbit;7;"[ 9 - 1 ]";;breed;
20;;Rabbit;8;"[ 7 - 9 ]";;see;7.8Lair,8.8Carrot,8.9Carrot,
20;;Rabbit;8;"[ 7 - 9 ]";;smell;"Rabbit (0), Wolf (0), Carrot(2)"
20;;Rabbit;8;"[ 7 - 9 ]";;hear;"Rabbit (0), Wolf (0), Carrot(2)"
20;;Rabbit;8;"[ 7 - 9 ]";;move;"[ 6 - 9 ]"
20;Denied;Rabbit;8;"[ 6 - 9 ]";;breed;
20;;Rabbit;9;"[ 4 - 7 ]";;see;3.6Carrot,3.7Carrot,4.8Carrot,5.8Carrot,
20;;Rabbit;9;"[ 4 - 7 ]";;smell;"Rabbit (0), Wolf (0), Carrot(4)"
20;;Rabbit;9;"[ 4 - 7 ]";;hear;"Rabbit (0), Wolf (0), Carrot(4)"
20;"Denied - It is sated";Rabbit;9;"[ 4 - 7 ]";;move;
20;Denied;Rabbit;9;"[ 4 - 7 ]";;breed;
20;;Wolf;10;"[9 - 7 ]";eating;;
20;;Wolf;11;"[6 - 2 ]";eating;;
20;"New element";Carrot;77;"[ 6 - 4 ]";;;
20;"New element";Carrot;78;"[ 1 - 9 ]";;;
20;"New element";Carrot;79;"[ 3 - 9 ]";;;
20;"New element";Carrot;80;"[ 0 - 8 ]";;;
21;"New cycle";;;;;;
21;;Rabbit;0;"[ 0 - 0 ]";;see;0.1Carrot,1.0Tree,1.1Lair,
21;;Rabbit;0;"[ 0 - 0 ]";;smell;"Rabbit (0), Wolf (0), Carrot(1)"
21;;Rabbit;0;"[ 0 - 0 ]";;hear;"Rabbit (0), Wolf (0), Carrot(1)"
21;"Denied - It is sated";Rabbit;0;"[ 0 - 0 ]";;move;
21;Denied;Rabbit;0;"[ 0 - 0 ]";;breed;
21;;Rabbit;1;"[ 2 - 9 ]";;see;1.8Rabbit,1.9Carrot,2.8Lair,3.9Carrot,
21;;Rabbit;1;"[ 2 - 9 ]";;smell;"Rabbit (1), Wolf (0), Carrot(2)"
21;;Rabbit;1;"[ 2 - 9 ]";;hear;"Rabbit (1), Wolf (0), Carrot(2)"
21;"Denied - It is sated";Rabbit;1;"[ 2 - 9 ]";;move;
21;Denied;Rabbit;1;"[ 2 - 9 ]";;breed;
21;;Rabbit;2;"[ 2 - 4 ]";;see;1.3Lair,1.4Lair,1.5Tree,2.5Tree,3.3Lair,3.5Tree,
21;;Rabbit;2;"[ 2 - 4 ]";;smell;"Rabbit (0), Wolf (0), Carrot(0)"
21;;Rabbit;2;"[ 2 - 4 ]";;hear;"Rabbit (0), Wolf (0), Carrot(0)"
21;;Rabbit;2;"[ 2 - 4 ]";;move;"[ 3 - 4 ]"
21;Denied;Rabbit;2;"[ 3 - 4 ]";;breed;
21;;Rabbit;3;"[ 6 - 6 ]";;see;5.5Carrot,6.5Lair,6.7Rabbit,7.6Carrot,7.7Carrot,
21;;Rabbit;3;"[ 6 - 6 ]";;smell;"Rabbit (1), Wolf (0), Carrot(3)"
21;;Rabbit;3;"[ 6 - 6 ]";;hear;"Rabbit (1), Wolf (0), Carrot(3)"
21;;Rabbit;3;"[ 6 - 6 ]";;move;"[ 5 - 6 ]"
21;Denied;Rabbit;3;"[ 5 - 6 ]";;breed;
21;;Rabbit;4;"[ 5 - 0 ]";;see;4.0Tree,4.1Carrot,6.1Tree,
21;;Rabbit;4;"[ 5 - 0 ]";;smell;"Rabbit (0), Wolf (0), Carrot(1)"
21;;Rabbit;4;"[ 5 - 0 ]";;hear;"Rabbit (0), Wolf (0), Carrot(1)"
21;Denied;Rabbit;4;"[ 5 - 0 ]";;move;
21;Denied;Rabbit;4;"[ 5 - 0 ]";;breed;
21;;Rabbit;5;"[ 6 - 7 ]";;see;5.6Rabbit,5.8Carrot,7.6Carrot,7.7Carrot,7.8Lair,
21;;Rabbit;5;"[ 6 - 7 ]";;smell;"Rabbit (1), Wolf (0), Carrot(3)"
21;;Rabbit;5;"[ 6 - 7 ]";;hear;"Rabbit (1), Wolf (0), Carrot(3)"
21;"Denied - It is sated";Rabbit;5;"[ 6 - 7 ]";;move;
21;Denied;Rabbit;5;"[ 6 - 7 ]";;breed;
21;;Rabbit;6;"[ 1 - 8 ]";;see;0.7Tree,0.8Carrot,0.9Carrot,1.7Tree,1.9Carrot,2.8Lair,2.9Rabbit,
21;;Rabbit;6;"[ 1 - 8 ]";;smell;"Rabbit (1), Wolf (0), Carrot(3)"
21;;Rabbit;6;"[ 1 - 8 ]";;hear;"Rabbit (1), Wolf (0), Carrot(3)"
21;;Rabbit;6;"[ 1 - 8 ]";hidden;move;"[ 2 - 8 ]"
21;Denied;Rabbit;6;"[ 2 - 8 ]";;breed;
21;;Rabbit;7;"[ 9 - 1 ]";;see;8.2Carrot,9.0Tree,9.2Carrot,
21;;Rabbit;7;"[ 9 - 1 ]";;smell;"Rabbit (0), Wolf (0), Carrot(2)"
21;;Rabbit;7;"[ 9 - 1 ]";;hear;"Rabbit (0), Wolf (0), Carrot(2)"
21;;Rabbit;7;"[ 9 - 1 ]";;move;"[ 8 - 1 ]"
21;Denied;Rabbit;7;"[ 8 - 1 ]";;breed;
21;;Rabbit;8;"[ 6 - 9 ]";;see;5.8Carrot,7.8Lair,
21;;Rabbit;8;"[ 6 - 9 ]";;smell;"Rabbit (0), Wolf (0), Carrot(1)"
21;;Rabbit;8;"[ 6 - 9 ]";;hear;"Rabbit (0), Wolf (0), Carrot(1)"
21;;Rabbit;8;"[ 6 - 9 ]";;move;"[ 7 - 9 ]"
21;Denied;Rabbit;8;"[ 7 - 9 ]";;breed;
21;;Rabbit;9;"[ 4 - 7 ]";;see;3.6Carrot,3.7Carrot,4.8Carrot,5.6Rabbit,5.8Carrot,
21;;Rabbit;9;"[ 4 - 7 ]";;smell;"Rabbit (1), Wolf (0), Carrot(4)"
21;;Rabbit;9;"[ 4 - 7 ]";;hear;"Rabbit (1), Wolf (0), Carrot(4)"
21;;Rabbit;9;"[ 4 - 7 ]";;move;"[ 4 - 6 ]"
21;Denied;Rabbit;9;"[ 4 - 6 ]";;breed;
21;;Wolf;10;"[9 - 7 ]";eating;;
21;;Wolf;11;"[6 - 2 ]";eating;;
22;"New cycle";;;;;;
22;;Rabbit;0;"[ 0 - 0 ]";;see;0.1Carrot,1.0Tree,1.1Lair,
22;;Rabbit;0;"[ 0 - 0 ]";;smell;"Rabbit (0), Wolf (0), Carrot(1)"
22;;Rabbit;0;"[ 0 - 0 ]";;hear;"Rabbit (0), Wolf (0), Carrot(1)"
22;"Denied - It is sated";Rabbit;0;"[ 0 - 0 ]";;move;
22;Denied;Rabbit;0;"[ 0 - 0 ]";;breed;
22;;Rabbit;1;"[ 2 - 9 ]";;see;1.9Carrot,2.8Lair,3.9Carrot,
22;;Rabbit;1;"[ 2 - 9 ]";;smell;"Rabbit (1), Wolf (0), Carrot(2)"
22;;Rabbit;1;"[ 2 - 9 ]";;hear;"Rabbit (0), Wolf (0), Carrot(2)"
22;Denied;Rabbit;1;"[ 2 - 9 ]";;move;
22;Denied;Rabbit;1;"[ 2 - 9 ]";;breed;
22;;Rabbit;2;"[ 3 - 4 ]";;see;2.4Lair,2.5Tree,3.3Lair,3.5Tree,4.3Carrot,4.4Tree,4.5Lair,
22;;Rabbit;2;"[ 3 - 4 ]";;smell;"Rabbit (0), Wolf (0), Carrot(1)"
22;;Rabbit;2;"[ 3 - 4 ]";;hear;"Rabbit (0), Wolf (0), Carrot(1)"
22;Denied;Rabbit;2;"[ 3 - 4 ]";;move;
22;Denied;Rabbit;2;"[ 3 - 4 ]";;breed;
22;;Rabbit;3;"[ 5 - 6 ]";;see;4.5Lair,4.6Rabbit,5.5Carrot,6.5Lair,6.7Rabbit,
22;;Rabbit;3;"[ 5 - 6 ]";;smell;"Rabbit (2), Wolf (0), Carrot(1)"
22;;Rabbit;3;"[ 5 - 6 ]";;hear;"Rabbit (2), Wolf (0), Carrot(1)"
22;"Denied - It is sated";Rabbit;3;"[ 5 - 6 ]";;move;
22;Denied;Rabbit;3;"[ 5 - 6 ]";;breed;
22;;Rabbit;4;"[ 5 - 0 ]";;see;4.0Tree,4.1Carrot,6.1Tree,
22;;Rabbit;4;"[ 5 - 0 ]";;smell;"Rabbit (0), Wolf (0), Carrot(1)"
22;;Rabbit;4;"[ 5 - 0 ]";;hear;"Rabbit (0), Wolf (0), Carrot(1)"
22;Denied;Rabbit;4;"[ 5 - 0 ]";;move;
22;Denied;Rabbit;4;"[ 5 - 0 ]";;breed;
22;;Rabbit;5;"[ 6 - 7 ]";;see;5.6Rabbit,5.8Carrot,7.6Carrot,7.7Carrot,7.8Lair,
22;;Rabbit;5;"[ 6 - 7 ]";;smell;"Rabbit (1), Wolf (0), Carrot(3)"
22;;Rabbit;5;"[ 6 - 7 ]";;hear;"Rabbit (1), Wolf (0), Carrot(3)"
22;;Rabbit;5;"[ 6 - 7 ]";;move;"[ 6 - 6 ]"
22;Denied;Rabbit;5;"[ 6 - 6 ]";;breed;
22;;Rabbit;6;"[ 2 - 8 ]";;see;1.7Tree,1.9Carrot,2.9Rabbit,3.7Carrot,3.9Carrot,
22;;Rabbit;6;"[ 2 - 8 ]";;smell;"Rabbit (1), Wolf (0), Carrot(3)"
22;;Rabbit;6;"[ 2 - 8 ]";;hear;"Rabbit (1), Wolf (0), Carrot(3)"
22;;Rabbit;6;"[ 2 - 8 ]";;move;"[ 2 - 7 ]"
22;Denied;Rabbit;6;"[ 2 - 7 ]";;breed;
22;;Rabbit;7;"[ 8 - 1 ]";;see;7.0Carrot,7.1Carrot,7.2Carrot,8.2Carrot,9.0Tree,9.2Carrot,
22;;Rabbit;7;"[ 8 - 1 ]";;smell;"Rabbit (0), Wolf (0), Carrot(5)"
22;;Rabbit;7;"[ 8 - 1 ]";;hear;"Rabbit (0), Wolf (0), Carrot(5)"
22;"Denied - It is sated";Rabbit;7;"[ 8 - 1 ]";;move;
22;Denied;Rabbit;7;"[ 8 - 1 ]";;breed;
22;;Rabbit;8;"[ 7 - 9 ]";;see;7.8Lair,8.8Carrot,8.9Carrot,
22;;Rabbit;8;"[ 7 - 9 ]";;smell;"Rabbit (0), Wolf (0), Carrot(2)"
22;;Rabbit;8;"[ 7 - 9 ]";;hear;"Rabbit (0), Wolf (0), Carrot(2)"
22;;Rabbit;8;"[ 7 - 9 ]";;move;"[ 6 - 9 ]"
22;Denied;Rabbit;8;"[ 6 - 9 ]";;breed;
22;;Rabbit;9;"[ 4 - 6 ]";;see;3.5Tree,3.6Carrot,3.7Carrot,4.5Lair,5.5Carrot,5.6Rabbit,
22;;Rabbit;9;"[ 4 - 6 ]";;smell;"Rabbit (1), Wolf (0), Carrot(3)"
22;;Rabbit;9;"[ 4 - 6 ]";;hear;"Rabbit (1), Wolf (0), Carrot(3)"
22;;Rabbit;9;"[ 4 - 6 ]";;move;"[ 4 - 7 ]"
22;Denied;Rabbit;9;"[ 4 - 7 ]";;breed;
22;;Wolf;10;"[ 9 - 7 ]";;see;8.6Lair,8.7Carrot,8.8Carrot,9.6Tree,9.8Lair,
22;;Wolf;10;"[ 9 - 7 ]";;smell;"Rabbit (0), Wolf (0), Carrot(2)"
22;;Wolf;10;"[ 9 - 7 ]";;hear;"Rabbit (0), Wolf (0), Carrot(2)"
22;Denied;Wolf;10;"[ 9 - 7 ]";;move;
22;;Wolf;10;"[ 9 - 7 ]";sleeping;sleep;
22;Denied;Wolf;10;"[ 9 - ";"7 ]";;breed;
22;;Wolf;11;"[ 6 - 2 ]";;see;5.2Tree,6.1Tree,7.1Carrot,7.2Carrot,7.3Lair,
22;;Wolf;11;"[ 6 - 2 ]";;smell;"Rabbit (0), Wolf (0), Carrot(2)"
22;;Wolf;11;"[ 6 - 2 ]";;hear;"Rabbit (0), Wolf (0), Carrot(2)"
22;;Wolf;11;"[ 6 - 2 ]";;move;"[ 6 - 3 ]"
22;;Wolf;11;"[ 6 - 3 ]";sleeping;sleep;
22;Denied;Wolf;11;"[ 6 - ";"3 ]";;breed;
23;"New cycle";;;;;;
23;;Rabbit;0;"[ 0 - 0 ]";;see;0.1Carrot,1.0Tree,1.1Lair,
23;;Rabbit;0;"[ 0 - 0 ]";;smell;"Rabbit (0), Wolf (0), Carrot(1)"
23;;Rabbit;0;"[ 0 - 0 ]";;hear;"Rabbit (0), Wolf (0), Carrot(1)"
23;Denied;Rabbit;0;"[ 0 - 0 ]";;move;
23;Denied;Rabbit;0;"[ 0 - 0 ]";;breed;
23;;Rabbit;1;"[ 2 - 9 ]";;see;1.9Carrot,2.8Lair,3.9Carrot,
23;;Rabbit;1;"[ 2 - 9 ]";;smell;"Rabbit (0), Wolf (0), Carrot(2)"
23;;Rabbit;1;"[ 2 - 9 ]";;hear;"Rabbit (0), Wolf (0), Carrot(2)"
23;;Rabbit;1;"[ 2 - 9 ]";hidden;move;"[ 2 - 8 ]"
23;Denied;Rabbit;1;"[ 2 - 8 ]";;breed;
23;;Rabbit;2;"[ 3 - 4 ]";;see;2.4Lair,2.5Tree,3.3Lair,3.5Tree,4.3Carrot,4.4Tree,4.5Lair,
23;;Rabbit;2;"[ 3 - 4 ]";;smell;"Rabbit (0), Wolf (0), Carrot(1)"
23;;Rabbit;2;"[ 3 - 4 ]";;hear;"Rabbit (0), Wolf (0), Carrot(1)"
23;;Rabbit;2;"[ 3 - 4 ]";hidden;move;"[ 3 - 3 ]"
23;Denied;Rabbit;2;"[ 3 - 3 ]";;breed;
23;;Rabbit;3;"[ 5 - 6 ]";;see;4.5Lair,4.7Rabbit,5.5Carrot,6.5Lair,6.6Rabbit,
23;;Rabbit;3;"[ 5 - 6 ]";;smell;"Rabbit (2), Wolf (0), Carrot(1)"
23;;Rabbit;3;"[ 5 - 6 ]";;hear;"Rabbit (2), Wolf (0), Carrot(1)"
23;;Rabbit;3;"[ 5 - 6 ]";;move;"[ 4 - 6 ]"
23;Denied;Rabbit;3;"[ 4 - 6 ]";;breed;
23;;Rabbit;4;"[ 5 - 0 ]";;see;4.0Tree,4.1Carrot,6.1Tree,
23;;Rabbit;4;"[ 5 - 0 ]";;smell;"Rabbit (0), Wolf (0), Carrot(1)"
23;;Rabbit;4;"[ 5 - 0 ]";;hear;"Rabbit (0), Wolf (0), Carrot(1)"
23;;Rabbit;4;"[ 5 - 0 ]";;move;"[ 5 - 1 ]"
23;Denied;Rabbit;4;"[ 5 - 1 ]";;breed;
23;;Rabbit;5;"[ 6 - 6 ]";;see;5.5Carrot,6.5Lair,7.6Carrot,7.7Carrot,
23;;Rabbit;5;"[ 6 - 6 ]";;smell;"Rabbit (0), Wolf (0), Carrot(3)"
23;;Rabbit;5;"[ 6 - 6 ]";;hear;"Rabbit (0), Wolf (0), Carrot(3)"
23;;Rabbit;5;"[ 6 - 6 ]";;move;"[ 5 - 6 ]"
23;Denied;Rabbit;5;"[ 5 - 6 ]";;breed;
23;;Rabbit;6;"[ 2 - 7 ]";;see;1.6Lair,1.7Tree,2.6Carrot,2.8Lair,3.6Carrot,3.7Carrot,
23;;Rabbit;6;"[ 2 - 7 ]";;smell;"Rabbit (1), Wolf (0), Carrot(3)"
23;;Rabbit;6;"[ 2 - 7 ]";;hear;"Rabbit (0), Wolf (0), Carrot(3)"
